iteration,loss
122,150260.42738919306
123,149445.50492678976
124,148640.93117467858
125,147846.55654548923
126,147062.23031251575
127,146287.80013208525
128,145523.11336997023
129,144768.01585414622
130,144022.3540656783
131,143285.97451712794
132,142558.7244057516
133,141840.4520320953
134,141131.0071986655
135,140430.24157993667
136,139738.0090517169
137,139054.16597108316
138,138378.57140238548
139,137711.0872881543
140,137051.57856644777
141,136399.91323884297
142,135755.96239448007
143,135119.6001958442
144,134490.70383239278
145,133869.1534476368
146,133254.83204461224
147,132647.62537404575
148,132047.42180912814
149,131454.11221022284
150,130867.5897817734
151,130287.749925116
152,129714.49008866755
153,129147.70961721816
154,128587.30960293094
155,128033.19273920289
156,127485.26317892087
157,126943.42639840042
158,126407.58906779194
159,125877.65892910343
160,125353.54468207028
161,124835.15587838933
162,124322.40282503892
163,123815.19649592943
164,123313.44845291354
165,122817.07077523127
166,122325.97599899063
167,121840.07706667884
168,121359.28728303511
169,120883.52028298775
170,120412.69000866168
171,119946.71069608848
172,119485.49687188814
173,119028.96335945906
174,118577.02527740975
175,118129.598118467
176,117686.5977259804
177,117247.94035441313
178,116813.54271750228
179,116383.32204205042
180,115957.19612678258
181,115535.08340535096
182,115116.9030122878
183,114702.57485094933
184,114292.01966243656
185,113885.15909455574
186,113481.91576990421
187,113082.21335238434
188,112685.97661098062
189,112293.13148092983
190,111903.60512135114
191,111517.32596886506
192,111134.22378693052
193,110754.22971076878
194,110377.27628752077
195,110003.29751160073
196,109632.22885525406
197,109264.00729383118
198,108898.5713264098
199,108535.86099159748
200,108175.81787842957
201,107818.38513439804
202,107463.50747480794
203,107111.1311875298
204,106761.20412808191
205,106413.67570394912
206,106068.49685851957
207,105725.62005613072
208,105384.99926497282
209,105046.5899196732
210,104710.34873415569
211,104376.23396896801
212,104044.20597095051
213,103714.22511592126
214,103386.25378112236
215,103060.25593752516
216,102736.1963347156
217,102414.04102490978
218,102093.75725124117
219,101775.31341507776
220,101458.67903816015
221,101143.82452166695
222,100830.72132678867
223,100519.34190228076
224,100209.65960870509
225,99901.64867933381
226,99595.28418277891
227,99290.54198579177
228,98987.39871665013
229,98685.83172955483
230,98385.81907017363
231,98087.33944226772
232,97790.37217561899
233,97494.89719525787
234,97200.89499213254
235,96908.34659510922
236,96617.23354439966
237,96327.53786637474
238,96039.24204976043
239,95752.32902330664
240,95466.78213454416
241,95182.58513010612
242,94899.72213726709
243,94618.17764665214
244,94337.93649616902
245,94058.98385605113
246,93781.30521499965
247,93504.88636732803
248,93229.7134010887
249,92955.7726870869
250,92683.0508687687
251,92411.5348528785
252,92141.21180086266
253,91872.06912096214
254,91604.09446091516
255,91337.27570120983
256,91071.60094893114
257,90807.05853202316
258,90543.63699400079
259,90281.3250890349
260,90020.11177739648
261,89759.98622118433
262,89500.93778034259
263,89242.95600888568
264,88986.03065135248
265,88730.15163940552
266,88475.30908860007
267,88221.49329526426
268,87968.69473346605
269,87716.9040521064
270,87466.11207200107
271,87216.30978310274
272,86967.48834168579
273,86719.63906760013
274,86472.7534415264
275,86226.82310224464
276,85981.8398439093
277,85737.79561330959
278,85494.6825071432
279,85252.4927692895
280,85011.21878803961
281,84770.85309336663
282,84531.38835415427
283,84292.81737543277
284,84055.13309562465
285,83818.32858375982
286,83582.39703671657
287,83347.33177645496
288,83113.12624726053
289,82879.77401299703
290,82647.26875438678
291,82415.60426627944
292,82184.77445501101
293,81954.7733356011
294,81725.59502923039
295,81497.2337605954
296,81269.68385531452
297,81042.9397373902
298,80816.9959266865
299,80591.84703646722
300,80367.48777096337
301,80143.91292298865
302,79921.11737158925
303,79699.09607976198
304,79477.8440921925
305,79257.35653306068
306,79037.62860388252
307,78818.6555814129
308,78600.43281558409
309,78382.95572750135
310,78166.21980749026
311,77950.22061318267
312,77734.95376765425
313,77520.41495765744
314,77306.59993181552
315,77093.50449883408
316,76881.12452599262
317,76669.455937435
318,76458.49471259782
319,76248.2368846859
320,76038.67853918069
321,75829.81581239303
322,75621.64489007302
323,75414.16200604555
324,75207.36344090338
325,75001.2455208405
326,74795.80461636388
327,74591.03714101987
328,74386.93955064833
329,74183.50834221847
330,73980.74005303819
331,73778.63125774877
332,73577.17856284298
333,73376.37863568262
334,73176.22816945535
335,72976.72388655013
336,72777.86252240588
337,72579.64074043119
338,72382.05517025522
339,72185.1026878678
340,71988.78035548636
341,71793.08516415703
342,71598.01404763768
343,71403.5639538397
344,71209.73185559518
345,71016.51475524179
346,70823.9096825578
347,70631.91369424456
348,70440.52387226635
349,70249.73732288621
350,70059.55117585103
351,69869.96258360676
352,69680.96872065122
353,69492.56678300144
354,69304.75398732783
355,69117.52757075273
356,68930.88479018377
357,68744.82292184881
358,68559.33926085506
359,68374.43112074683
360,68190.09583309255
361,68006.33074708928
362,67823.13322918263
363,67640.50066270439
364,67458.4304475263
365,67276.91999973146
366,67095.9667512961
367,66915.56814979219
368,66735.7216580975
369,66556.4247541235
370,66377.674930558
371,66199.46969461192
372,66021.80656778517
373,65844.68308565652
374,65668.09679765541
375,65492.04526686525
376,65316.52606983873
377,65141.536796412416
378,64967.0750495406
379,64793.13844513142
380,64619.724611897276
381,64446.8311912151
382,64274.4558369868
383,64102.59621551838
384,63931.25000539856
385,63760.41489738224
386,63590.08859429754
387,63420.26881094133
388,63250.953273989784
389,63082.1397219128
390,62913.8259048986
391,62746.00958477361
392,62578.68853493988
393,62411.86054030693
394,62245.523397236866
395,62079.67491348581
396,61914.31290815674
397,61749.43521165064
398,61585.03966562418
399,61421.1241229515
400,61257.68644768482
401,61094.72451502163
402,60932.23621127862
403,60770.21943385645
404,60608.6720912179
405,60447.5921028746
406,60286.977399335745
407,60126.82592211065
408,59967.13562368877
409,59807.90446752107
410,59649.13042800279
411,59490.81149046079
412,59332.94565113698
413,59175.53091717594
414,59018.56530661746
415,58862.04684839358
416,58705.973582291124
417,58550.34355896451
418,58395.15483989256
419,58240.40549738407
420,58086.09361458878
421,57932.21728546494
422,57778.774614745766
423,57625.7637178981
424,57473.182721052166
425,57321.02976097692
426,57169.30298475764
427,57018.00054989853
428,56867.12062429042
429,56716.6613866502
430,56566.62102721109
431,56416.99774802538
432,56267.789762539076
433,56118.99529489524
434,55970.61257950557
435,55822.63986104005
436,55675.075394420826
437,55527.91744497189
438,55381.16428849397
439,55234.81421127526
440,55088.86551009375
441,54943.31649222413
442,54798.1654754088
443,54653.410787842455
444,54509.050768157
445,54365.08376539891
446,54221.50813894374
447,54078.322258534485
448,53935.524504226996
449,53793.113266351545
450,53651.08694549565
451,53509.44395244651
452,53368.18270817932
453,53227.30164381375
454,53086.79920057444
455,52946.67382975545
456,52806.92399268972
457,52667.54816069737
458,52528.54481505941
459,52389.91244696413
460,52251.649557476885
461,52113.754657491496
462,51976.2262676914
463,51839.0629184995
464,51702.263150042156
465,51565.8255120951
466,51429.74856404592
467,51294.030874845805
468,51158.67102295137
469,51023.66759628656
470,50889.01919219439
471,50754.72441738514
472,50620.7818878859
473,50487.19022899396
474,50353.948075217275
475,50221.054070234284
476,50088.506866831165
477,49956.30512685812
478,49824.4475211674
479,49692.93272956953
480,49561.75944077179
481,49430.9263523267
482,49300.43217057976
483,49170.275610608944
484,49040.455396176716
485,48910.97025966567
486,48781.818942029924
487,48653.000192737236
488,48524.51276970796
489,48396.35543926675
490,48268.52697607741
491,48141.026163092756
492,48013.851791489855
493,47887.00266062295
494,47760.477577953745
495,47634.27535900681
496,47508.394827299955
497,47382.834814295886
498,47257.59415933724
499,47132.67170959506
500,47008.06632000763
501,46883.77685322062
502,46759.80217953502
503,46636.14117684392
504,46512.79273057818
505,46389.75573364592
506,46267.02908637965
507,46144.611696472566
508,46022.50247892601
509,45900.700355989014
510,45779.20425710325
511,45658.013118846444
512,45537.125884872956
513,45416.54150586045
514,45296.25893944717
515,45176.27715018184
516,45056.59510946635
517,44937.21179549688
518,44818.12619321131
519,44699.33729423188
520,44580.84409680988
521,44462.6456057726
522,44344.74083246475
523,44227.12879469731
524,44109.808516689234
525,43992.77902902115
526,43876.03936857266
527,43759.58857847382
528,43643.42570805082
529,43527.54981277227
530,43411.95995419715
531,43296.65519992382
532,43181.63462353562
533,43066.89730455055
534,42952.442328370234
535,42838.26878622748
536,42724.3757751363
537,42610.762397843144
538,42497.42776277193
539,42384.37098398007
540,42271.59118110582
541,42159.087479320304
542,42046.85900927946
543,41934.90490707386
544,41823.22431418059
545,41711.81637741838
546,41600.68024889969
547,41489.81508597758
548,41379.22005121084
549,41268.89431230658
550,41158.837042078994
551,41049.047418406386
552,40939.52462418142
553,40830.26784726771
554,40721.27628045472
555,40612.5491214171
556,40504.08557266729
557,40395.8848415098
558,40287.946139998945
559,40180.2686849045
560,40072.85169765757
561,39965.69440431398
562,39858.79603551345
563,39752.155826434406
564,39645.773016757856
565,39539.64685062056
566,39433.77657658305
567,39328.16144758342
568,39222.80072090033
569,39117.69365811784
570,39012.83952508087
571,38908.237591860554
572,38803.887132715376
573,38699.78742605225
574,38595.93775439398
575,38492.33740433537
576,38388.98566651252
577,38285.88183556276
578,38183.02521009027
579,38080.41509263111
580,37978.050789615176
581,37875.93161133334
582,37774.05687190055
583,37672.425889224636
584,37571.03798496804
585,37469.89248451947
586,37368.98871695535
587,37268.32601500901
588,37167.90371503556
589,37067.72115698549
590,36967.777684364904
591,36868.0726442087
592,36768.60538704721
593,36669.37526687374
594,36570.38164111762
595,36471.62387060879
596,36373.10131955198
597,36274.81335549165
598,36176.759349286986
599,36078.93867507983
600,35981.35071026696
601,35883.99483546828
602,35786.8704345028
603,35689.9768943573
604,35593.31360515854
605,35496.879960145816
606,35400.67535564547
607,35304.69919103896
608,35208.95086873975
609,35113.42979416752
610,35018.135375717015
611,34923.06702473727
612,34828.224155502496
613,34733.60618518691
614,34639.21253384084
615,34545.04262436313
616,34451.09588247953
617,34357.37173671511
618,34263.86961837144
619,34170.58896150217
620,34077.52920288746
621,33984.68978201586
622,33892.07014105403
623,33799.66972482725
624,33707.48798079645
625,33615.52435903387
626,33523.77831220374
627,33432.24929553504
628,33340.936766804836
629,33249.84018631298
630,33158.95901686245
631,33068.29272373586
632,32977.84077467709
633,32887.60263986807
634,32797.577791907504
635,32707.765705794813
636,32618.16585890482
637,32528.7777309697
638,32439.600804059173
639,32350.634562559648
640,32261.878493158256
641,32173.332084818012
642,32084.994828763163
643,31996.866218458494
644,31908.945749590843
645,31821.23292005071
646,31733.727229914162
647,31646.42818142279
648,31559.33527896873
649,31472.44802907506
650,31385.76594037765
651,31299.288523608964
652,31213.015291581334
653,31126.945759167596
654,31041.079443286355
655,30955.415862882935
656,30869.95453891516
657,30784.69499433586
658,30699.636754077044
659,30614.77934503152
660,30530.12229604242
661,30445.66513788066
662,30361.407403233312
663,30277.348626688618
664,30193.488344717338
665,30109.826095661807
666,30026.36141971791
667,29943.09385891989
668,29860.022957129193
669,29777.14826001559
670,29694.469315046368
671,29611.985671468643
672,29529.69688029871
673,29447.602494305145
674,29365.702067996775
675,29283.99515760807
676,29202.481321085394
677,29121.16011807562
678,29040.03110991011
679,28959.093859591794
680,28878.34793178356
681,28797.79289279546
682,28717.42831057021
683,28637.253754672445
684,28557.268796273835
685,28477.47300814325
686,28397.865964632503
687,28318.44724166516
688,28239.21641672387
689,28160.173068839817
690,28081.31677857962
691,28002.647128033313
692,27924.16370080289
693,27845.866081990906
694,27767.75385819036
695,27689.82661747229
696,27612.083949375028
697,27534.525444892257
698,27457.15069646363
699,27379.95929796258
700,27302.950844686682
701,27226.124933345236
702,27149.481162051932
703,27073.01913030999
704,26996.738439006414
705,26920.638690399246
706,26844.719488107512
707,26768.98043710109
708,26693.421143692518
709,26618.041215526086
710,26542.840261566354
711,26467.817892091647
712,26392.973718683086
713,26318.307354214594
714,26243.818412843215
715,26169.506510002717
716,26095.371262390556
717,26021.412287961553
718,25947.629205918205
719,25874.021636701178
720,25800.589201980172
721,25727.331524647256
722,25654.248228805533
723,25581.33893976257
724,25508.60328402082
725,25436.040889270793
726,25363.651384379184
727,25291.43439938451
728,25219.389565487287
729,25147.516515040952
730,25075.814881546063
731,25004.28429964027
732,24932.924405091228
733,24861.734834789288
734,24790.715226739172
735,24719.865220051175
736,24649.18445493676
737,24578.672572697702
738,24508.32921571974
739,24438.15402746583
740,24368.146652469008
741,24298.306736323277
742,24228.63392567751
743,24159.127868229796
744,24089.788212718206
745,24020.614608913576
746,23951.606707615923
747,23882.76416064278
748,23814.086620826933
749,23745.573742006432
750,23677.22517901943
751,23609.04058769664
752,23541.019624857454
753,23473.161948299257
754,23405.467216795092
755,23337.935090083167
756,23270.56522886492
757,23203.35729479571
758,23136.310950479783
759,23069.425859463932
760,23002.70168623151
761,22936.138096196184
762,22869.734755696558
763,22803.491331989855
764,22737.407493245806
765,22671.48290854096
766,22605.71724785367
767,22540.110182058143
768,22474.66138291736
769,22409.37052307928
770,22344.237276071042
771,22279.261316293007
772,22214.442319012953
773,22149.779960361728
774,22085.27391732678
775,22020.92386774755
776,21956.729490310405
777,21892.690464543208
778,21828.80647081
779,21765.07719030557
780,21701.502305051326
781,21638.081497889558
782,21574.81445247908
783,21511.700853289134
784,21448.740385596415
785,21385.93273547763
786,21323.27758980747
787,21260.774636252438
788,21198.423563265387
789,21136.224060083026
790,21074.175816718875
791,21012.278523960107
792,20950.531873363372
793,20888.93555724921
794,20827.489268697627
795,20766.192701544434
796,20705.045550376948
797,20644.04751052821
798,20583.198278074626
799,20522.497549829943
800,20461.945023342145
801,20401.540396889028
802,20341.283369473796
803,20281.17364082118
804,20221.210911373048
805,20161.394882284654
806,20101.725255420704
807,20042.201733351027
808,19982.824019346896
809,19923.59181737667
810,19864.50483210325
811,19805.562768877702
812,19746.765333738538
813,19688.11223340556
814,19629.6031752772
815,19571.237867426586
816,19513.01601859836
817,19454.937338203392
818,19397.001536317395
819,19339.20832367564
820,19281.557411670572
821,19224.048512347093
822,19166.681338400325
823,19109.45560317113
824,19052.371020643455
825,18995.427305440448
826,18938.624172820855
827,18881.961338676923
828,18825.438519529165
829,18769.05543252493
830,18712.81179543404
831,18656.70732664599
832,18600.741745166502
833,18544.914770614178
834,18489.226123218163
835,18433.67552381431
836,18378.262693842706
837,18322.987355343026
838,18267.849230954278
839,18212.84804390874
840,18157.98351803151
841,18103.25537773536
842,18048.663348019836
843,17994.207154466963
844,17939.88652323916
845,17885.701181075397
846,17831.650855289245
847,17777.73527376617
848,17723.95416495978
849,17670.3072578899
850,17616.794282139617
851,17563.414967852463
852,17510.16904572994
853,17457.056247028144
854,17404.07630355636
855,17351.22894767333
856,17298.513912284754
857,17245.930930841652
858,17193.479737336733
859,17141.16006630234
860,17088.97165280776
861,17036.91423245707
862,16984.98754138591
863,16933.191316260356
864,16881.52529427253
865,16829.98921314064
866,16778.58281110383
867,16727.305826922475
868,16676.157999873747
869,16625.139069750494
870,16574.24877685837
871,16523.48686201383
872,16472.853066541535
873,16422.347132272684
874,16371.968801541936
875,16321.717817185976
876,16271.593922540338
877,16221.59686143915
878,16171.726378210016
879,16121.982217674948
880,16072.364125145648
881,16022.871846423739
882,15973.50512779665
883,15924.26371603637
884,15875.147358397515
885,15826.155802615449
886,15777.288796903715
887,15728.546089952388
888,15679.92743092555
889,15631.432569460643
890,15583.061255664612
891,15534.813240113624
892,15486.688273836584
893,15438.68610826567
894,15390.806495461133
895,15343.049187853514
896,15295.413938333
897,15247.900500246746
898,15200.508627397332
899,15153.238074041288
900,15106.088594886267
901,15059.059945090485
902,15012.151880260039
903,14965.36415644717
904,14918.696530149235
905,14872.148758306654
906,14825.720598300637
907,14779.411807951805
908,14733.222145519247
909,14687.151369697789
910,14641.199239616757
911,14595.365514838471
912,14549.649955356213
913,14504.052321592997
914,14458.572374399857
915,14413.209875054235
916,14367.964585258229
917,14322.836267137165
918,14277.824683238197
919,14232.929596528518
920,14188.150770393704
921,14143.487968636768
922,14098.940955475819
923,14054.509495543365
924,14010.193353884928
925,13965.992295955875
926,13921.906087622465
927,13877.934495158614
928,13834.077285244877
929,13790.334224967446
930,13746.705081816297
931,13703.189623684102
932,13659.787618864319
933,13616.498836050403
934,13573.323044333994
935,13530.260013204304
936,13487.309512545778
937,13444.471312636902
938,13401.745184149811
939,13359.130898148209
940,13316.62822608582
941,13274.236939805995
942,13231.956811539452
943,13189.78761390385
944,13147.72911990182
945,13105.781102920184
946,13063.943336728818
947,13022.215595478641
948,12980.597653701276
949,12939.089286307504
950,12897.690268585811
951,12856.400376201338
952,12815.219385195678
953,12774.14707198348
954,12733.183213353264
955,12692.327586465715
956,12651.579968852424
957,12610.940138414475
958,12570.407873421913
959,12529.982952511911
960,12489.66515468823
961,12449.454259320431
962,12409.35004614179
963,12369.35229524837
964,12329.46078709936
965,12289.675302513791
966,12249.99562267176
967,12210.421529111181
968,12170.952803728414
969,12131.5892287765
970,12092.330586864517
971,12053.176660955854
972,12014.127234367897
973,11975.18209077083
974,11936.34101418661
975,11897.603788987919
976,11858.970199897114
977,11820.440031985436
978,11782.013070672405
979,11743.689101723823
980,11705.467911251917
981,11667.349285713684
982,11629.333011910556
983,11591.418876986594
984,11553.606668428503
985,11515.896174064368
986,11478.287182062517
987,11440.779480930665
988,11403.372859515875
989,11366.06710700208
990,11328.86201291079
991,11291.757367099266
992,11254.75295975996
993,11217.84858141942
994,11181.04402293831
995,11144.339075509186
996,11107.733530656977
997,11071.227180237045
998,11034.819816435196
999,10998.511231766459
1000,10962.301219074252
1001,10926.189571530247
1002,10890.176082632184
1003,10854.260546204818
1004,10818.442756397506
1005,10782.722507684497
1006,10747.099594863943
1007,10711.573813056793
1008,10676.144957706254
1009,10640.812824577602
1010,10605.577209755975
1011,10570.437909647033
1012,10535.39472097569
1013,10500.447440785541
1014,10465.595866437532
1015,10430.83979561037
1016,10396.179026298612
1017,10361.613356812843
1018,10327.142585778503
1019,10292.766512135251
1020,10258.48493513645
1021,10224.29765434829
1022,10190.204469649374
1023,10156.205181229527
1024,10122.299589589775
1025,10088.487495541158
1026,10054.768700204386
1027,10021.143005009008
1028,9987.610211692801
1029,9954.17012230138
1030,9920.822539186878
1031,9887.567265008014
1032,9854.404102729412
1033,9821.332855620245
1034,9788.353327254574
1035,9755.465321510042
1036,9722.668642567554
1037,9689.963094910818
1038,9657.348483325379
1039,9624.824612898105
1040,9592.3912890166
1041,9560.048317369232
1042,9527.795503943138
1043,9495.632655025303
1044,9463.559577200685
1045,9431.576077352447
1046,9399.681962660885
1047,9367.877040603029
1048,9336.161118952034
1049,9304.534005777325
1050,9272.995509442608
1051,9241.545438606352
1052,9210.18360222129
1053,9178.909809533487
1054,9147.723870081853
1055,9116.625593697707
1056,9085.614790504242
1057,9054.691270915968
1058,9023.854845638314
1059,8993.105325666675
1060,8962.442522286756
1061,8931.866247072947
1062,8901.376311888858
1063,8870.972528886105
1064,8840.654710504468
1065,8810.422669470221
1066,8780.276218797298
1067,8750.215171785225
1068,8720.239342019733
1069,8690.3485433718
1070,8660.542589997287
1071,8630.821296336237
1072,8601.184477112889
1073,8571.63194733492
1074,8542.163522292783
1075,8512.779017559516
1076,8483.478248990401
1077,8454.26103272213
1078,8425.12718517273
1079,8396.076523040774
1080,8367.108863305495
1081,8338.224023225626
1082,8309.42182033948
1083,8280.702072464053
1084,8252.064597695538
1085,8223.50921440777
1086,8195.035741252188
1087,8166.643997157929
1088,8138.333801330827
1089,8110.104973253255
1090,8081.957332683368
1091,8053.890699655182
1092,8025.904894478103
1093,7997.9997377359905
1094,7970.175050287502
1095,7942.430653265149
1096,7914.766368075152
1097,7887.182016397048
1098,7859.677420183072
1099,7832.252401658184
1100,7804.906783319258
1101,7777.64038793505
1102,7750.45303854559
1103,7723.3445584618585
1104,7696.3147712655
1105,7669.363500808387
1106,7642.490571212349
1107,7615.695806868507
1108,7588.979032437191
1109,7562.340072847817
1110,7535.778753297877
1111,7509.29489925304
1112,7482.888336446731
1113,7456.558890879918
1114,7430.306388820185
1115,7404.130656802151
1116,7378.031521626717
1117,7352.008810360819
1118,7326.062350336841
1119,7300.191969152734
1120,7274.39749467134
1121,7248.678755020244
1122,7223.035578591259
1123,7197.467794040252
1124,7171.975230286887
1125,7146.557716514045
1126,7121.215082167766
1127,7095.947156956663
1128,7070.753770851959
1129,7045.634754086971
1130,7020.589937156519
1131,6995.61915081717
1132,6970.7222260866565
1133,6945.898994243359
1134,6921.149286826525
1135,6896.472935635424
1136,6871.869772729377
1137,6847.339630427413
1138,6822.882341307778
1139,6798.497738207791
1140,6774.185654223899
1141,6749.945922710525
1142,6725.778377280663
1143,6701.682851805092
1144,6677.659180412141
1145,6653.707197487698
1146,6629.826737674484
1147,6606.017635872193
1148,6582.2797272368
1149,6558.612847180796
1150,6535.016831372249
1151,6511.491515735357
1152,6488.0367364493995
1153,6464.652329948988
1154,6441.3381329234235
1155,6418.093982316863
1156,6394.919715327525
1157,6371.815169407835
1158,6348.780182264179
1159,6325.814591856255
1160,6302.9182363971595
1161,6280.090954353048
1162,6257.332584442806
1163,6234.642965637938
1164,6212.021937162312
1165,6189.469338491475
1166,6166.9850093530595
1167,6144.568789726162
1168,6122.220519840933
1169,6099.940040179127
1170,6077.727191472748
1171,6055.581814704458
1172,6033.503751107356
1173,6011.492842164547
1174,5989.548929609033
1175,5967.67185542326
1176,5945.861461839217
1177,5924.1175913378165
1178,5902.44008664896
1179,5880.828790751234
1180,5859.283546871662
1181,5837.804198485165
1182,5816.3905893152505
1183,5795.0425633325285
1184,5773.759964755385
1185,5752.542638049616
1186,5731.390427927871
1187,5710.30317934969
1188,5689.280737521314
1189,5668.322947895203
1190,5647.429656170179
1191,5626.600708290956
1192,5605.835950447964
1193,5585.135229077221
1194,5564.498390859926
1195,5543.925282722441
1196,5523.415751836086
1197,5502.969645616687
1198,5482.586811724691
1199,5462.26709806466
1200,5442.010352785322
1201,5421.81642427901
1202,5401.685161182073
1203,5381.616412373748
1204,5361.610026976858
1205,5341.665854357266
1206,5321.783744123371
1207,5301.963546126358
1208,5282.205110459754
1209,5262.508287459258
1210,5242.872927702593
1211,5223.29888200926
1212,5203.786001440404
1213,5184.334137298453
1214,5164.943141127187
1215,5145.612864711236
1216,5126.3431600762915
1217,5107.133879488335
1218,5087.984875453926
1219,5068.896000719977
1220,5049.867108273253
1221,5030.898051340467
1222,5011.988683387953
1223,4993.138858121441
1224,4974.34842948616
1225,4955.617251666223
1226,4936.945179084638
1227,4918.332066403305
1228,4899.777768522481
1229,4881.282140580871
1230,4862.845037955348
1231,4844.4663162606175
1232,4826.145831349405
1233,4807.883439311735
1234,4789.678996475421
1235,4771.532359405268
1236,4753.443384903277
1237,4735.411930008182
1238,4717.437851995574
1239,4699.52100837755
1240,4681.66125690246
1241,4663.858455554922
1242,4646.112462555502
1243,4628.423136360683
1244,4610.790335662438
1245,4593.213919388198
1246,4575.6937467008265
1247,4558.229676998194
1248,4540.821569913164
1249,4523.469285313362
1250,4506.172683300936
1251,4488.931624212604
1252,4471.745968619133
1253,4454.615577325584
1254,4437.5403113708235
1255,4420.520032027412
1256,4403.5546008015535
1257,4386.64387943284
1258,4369.787729894027
1259,4352.986014391055
1260,4336.2385953625735
1261,4319.545335480125
1262,4302.906097647772
1263,4286.320745001923
1264,4269.789140911172
1265,4253.311148976299
1266,4236.886633029805
1267,4220.515457136034
1268,4204.1974855908475
1269,4187.9325829215895
1270,4171.720613886613
1271,4155.561443475606
1272,4139.454936909003
1273,4123.4009596378555
1274,4107.399377344148
1275,4091.4500559398343
1276,4075.5528615675275
1277,4059.707660599642
1278,4043.914319638571
1279,4028.17270551656
1280,4012.482685295414
1281,3996.844126266303
1282,3981.2568959497753
1283,3965.7208620953993
1284,3950.2358926818097
1285,3934.8018559164566
1286,3919.4186202351343
1287,3904.086054302466
1288,3888.804027011176
1289,3873.5724074823297
1290,3858.391065064782
1291,3843.2598693353366
1292,3828.1786900985103
1293,3813.1473973862066
1294,3798.1658614578905
1295,3783.233952800066
1296,3768.351542126418
1297,3753.518500377343
1298,3738.734698720107
1299,3724.000008548565
1300,3709.314301482943
1301,3694.677449369643
1302,3680.089324281431
1303,3665.54979851657
1304,3651.0587445996257
1305,3636.616035280598
1306,3622.2215435346825
1307,3607.875142562842
1308,3593.576705790993
1309,3579.3261068699176
1310,3565.1232196755873
1311,3550.9679183083103
1312,3536.8600770932194
1313,3522.7995705796548
1314,3508.786273541286
1315,3494.820060975806
1316,3480.900808104758
1317,3467.028390373501
1318,3453.2026834511066
1319,3439.423563229875
1320,3425.6909058255897
1321,3412.004587577071
1322,3398.3644850461665
1323,3384.7704750174694
1324,3371.2224344981514
1325,3357.7202407182026
1326,3344.263771129623
1327,3330.8529034068306
1328,3317.4875154462084
1329,3304.1674853659047
1330,3290.892691506024
1331,3277.663012428323
1332,3264.478326915417
1333,3251.3385139716875
1334,3238.2434528225267
1335,3225.193022914138
1336,3212.1871039135203
1337,3199.225575708606
1338,3186.308318407342
1339,3173.4352123381896
1340,3160.606138049904
1341,3147.8209763110362
1342,3135.079608110125
1343,3122.381914655371
1344,3109.727777374485
1345,3097.117077914434
1346,3084.5496981416845
1347,3072.0255201414657
1348,3059.5444262180545
1349,3047.1062988945787
1350,3034.711020912517
1351,3022.358475232025
1352,3010.048545031191
1353,2997.7811137067456
1354,2985.556064872875
1355,2973.3732823618307
1356,2961.232650223485
1357,2949.134052725023
1358,2937.0773743512186
